DateTime,Action,Source IP,Destination IP,Protocol,Port,Rule
2024-01-03 1:06:00,Allowed,27.115.233.153,228.35.40.84,ICMP,23190,DNS Allow
2024-01-03 1:07:00,Allowed,215.153.86.13,22.90.101.161,HTTPS,57296,HTTP Deny
2024-01-03 1:08:00,Allowed,135.95.167.202,0.164.38.184,HTTP,3996,HTTPS Allow
2024-01-03 1:09:00,Allowed,90.97.123.50,162.201.99.136,UDP,62103,HTTPS Allow
2024-01-03 1:10:00,Blocked,48.142.185.163,40.56.102.251,UDP,50437,ICMP Deny
2024-01-03 1:11:00,Blocked,255.106.99.68,104.103.190.201,TCP,52627,HTTP Deny
2024-01-03 1:12:00,Allowed,173.222.54.98,168.209.59.47,TCP,27463,HTTP Deny
2024-01-03 1:13:00,Blocked,60.50.255.51,230.67.243.79,HTTP,11363,FTP Allow
2024-01-03 1:14:00,Allowed,174.89.29.198,234.255.12.64,TCP,16985,HTTPS Allow
2024-01-03 1:15:00,Blocked,19.101.88.99,22.188.204.125,UDP,31825,ICMP Deny
2024-01-03 1:16:00,Allowed,193.19.72.75,6.238.80.99,UDP,7171,HTTP Deny
2024-01-03 1:17:00,Allowed,67.90.185.209,248.39.152.100,TCP,23877,FTP Allow
2024-01-03 1:18:00,Blocked,212.254.200.104,10.28.118.0,HTTP,49657,HTTP Deny
2024-01-03 1:19:00,Blocked,37.156.83.126,212.101.189.230,TCP,54895,ICMP Deny
2024-01-03 1:20:00,Allowed,101.19.130.184,90.208.197.179,TCP,37062,FTP Allow
2024-01-03 1:21:00,Blocked,230.207.146.18,46.195.194.34,HTTPS,18335,ICMP Deny
2024-01-03 1:22:00,Blocked,181.231.135.108,198.3.33.106,HTTP,22342,ICMP Deny
2024-01-03 1:23:00,Blocked,231.9.61.252,202.3.130.16,HTTP,9259,HTTPS Allow
2024-01-03 1:24:00,Blocked,98.91.207.47,62.91.251.155,TCP,14028,FTP Allow
2024-01-03 1:25:00,Blocked,205.0.119.104,63.48.42.190,HTTP,55567,FTP Allow
2024-01-03 1:26:00,Allowed,198.167.193.187,26.165.116.22,UDP,2705,DNS Allow
2024-01-03 1:27:00,Blocked,39.102.32.217,221.76.145.70,TCP,14365,FTP Allow
2024-01-03 1:28:00,Blocked,245.238.232.106,200.99.203.132,ICMP,45750,ICMP Deny
2024-01-03 1:29:00,Allowed,150.172.46.137,229.190.111.112,HTTPS,30218,HTTPS Allow
2024-01-03 1:30:00,Allowed,106.3.150.84,102.147.89.126,HTTP,60713,FTP Allow
2024-01-03 1:31:00,Allowed,204.84.31.86,34.115.147.78,ICMP,33869,HTTPS Allow
2024-01-03 1:32:00,Blocked,151.4.131.157,135.98.170.27,HTTPS,22,HTTPS Allow
2024-01-03 1:33:00,Blocked,225.47.218.182,48.241.126.30,UDP,40690,FTP Allow
2024-01-03 1:34:00,Blocked,226.5.159.203,115.228.111.214,ICMP,21912,HTTP Deny
2024-01-03 1:35:00,Blocked,190.186.138.228,176.66.1.209,ICMP,33269,FTP Allow
2024-01-03 1:36:00,Allowed,119.210.17.223,56.84.248.4,ICMP,54753,DNS Allow
2024-01-03 1:37:00,Blocked,204.105.212.75,77.191.171.122,UDP,27422,DNS Allow
2024-01-03 1:38:00,Blocked,142.183.132.39,54.39.21.173,UDP,50231,DNS Allow
2024-01-03 1:39:00,Allowed,56.80.0.224,234.237.36.18,UDP,46238,FTP Allow
2024-01-03 1:40:00,Blocked,169.137.217.148,222.214.133.0,UDP,48461,HTTPS Allow
2024-01-03 1:41:00,Allowed,208.199.198.102,87.191.176.87,HTTPS,1398,FTP Allow
2024-01-03 1:42:00,Allowed,104.62.247.93,146.182.199.243,HTTPS,35567,HTTP Deny
2024-01-03 1:43:00,Blocked,74.122.199.48,151.46.216.210,TCP,65390,HTTP Deny
2024-01-03 1:44:00,Allowed,12.229.31.62,114.98.240.27,HTTP,42324,DNS Allow
2024-01-03 1:45:00,Allowed,109.236.69.229,108.168.35.255,ICMP,5353,HTTP Deny
2024-01-03 1:46:00,Blocked,232.184.163.46,215.219.217.140,HTTP,19263,DNS Allow
2024-01-03 1:47:00,Allowed,73.243.71.123,78.124.219.203,UDP,45925,FTP Allow
2024-01-03 1:48:00,Blocked,229.119.39.3,28.234.151.238,HTTPS,59259,DNS Allow
2024-01-03 1:49:00,Allowed,57.242.159.47,13.247.247.152,UDP,47092,HTTP Deny
2024-01-03 1:50:00,Allowed,243.44.225.117,166.37.81.26,TCP,19982,HTTP Deny
2024-01-03 1:51:00,Blocked,245.214.79.95,134.186.160.197,UDP,32772,DNS Allow
2024-01-03 1:52:00,Allowed,47.232.240.98,194.212.181.114,HTTP,33493,FTP Allow
2024-01-03 1:53:00,Blocked,181.226.178.156,84.248.75.42,HTTP,12618,DNS Allow
2024-01-03 1:54:00,Blocked,20.212.81.243,125.116.219.44,HTTP,22004,ICMP Deny
2024-01-03 1:55:00,Blocked,129.101.2.48,116.57.199.15,ICMP,6987,HTTP Deny
2024-01-03 1:56:00,Blocked,56.25.161.2,29.39.247.65,HTTP,22262,FTP Allow
2024-01-03 1:57:00,Allowed,205.216.86.203,209.150.74.32,TCP,22752,ICMP Deny
2024-01-03 1:58:00,Blocked,191.106.171.234,96.19.77.146,HTTPS,63525,HTTP Deny
2024-01-03 1:59:00,Blocked,196.159.179.89,84.53.160.19,TCP,23389,ICMP Deny
2024-01-03 2:00:00,Blocked,176.59.215.35,165.92.140.148,HTTPS,11223,DNS Allow
2024-01-03 2:01:00,Allowed,137.180.43.112,174.128.63.235,TCP,11901,HTTPS Allow
2024-01-03 2:02:00,Allowed,234.2.172.193,28.78.45.66,ICMP,57880,DNS Allow
2024-01-03 2:03:00,Allowed,132.148.2.128,152.171.71.113,UDP,28333,ICMP Deny
2024-01-03 2:04:00,Allowed,204.51.105.89,254.250.35.153,UDP,2027,DNS Allow
2024-01-03 2:05:00,Blocked,237.230.82.211,249.211.37.173,HTTP,16885,DNS Allow
2024-01-03 2:06:00,Allowed,241.216.189.2,226.235.81.169,TCP,62194,FTP Allow
2024-01-03 2:07:00,Allowed,120.188.8.226,118.143.86.53,HTTP,25273,HTTP Deny
2024-01-03 2:08:00,Allowed,45.243.243.7,156.197.59.250,HTTP,55049,DNS Allow
2024-01-03 2:09:00,Allowed,253.57.240.92,243.106.106.232,HTTPS,56977,HTTPS Allow
2024-01-03 2:10:00,Allowed,223.251.29.156,162.84.95.189,HTTP,33109,FTP Allow
2024-01-03 2:11:00,Allowed,35.29.190.117,51.243.94.185,HTTP,47423,HTTPS Allow
2024-01-03 2:12:00,Blocked,15.63.230.19,191.125.62.182,ICMP,62396,DNS Allow
2024-01-03 2:13:00,Allowed,240.196.22.208,77.238.118.43,TCP,29780,DNS Allow
2024-01-03 2:14:00,Allowed,230.71.74.116,26.213.67.239,TCP,60894,ICMP Deny
2024-01-03 2:15:00,Allowed,73.242.223.111,107.116.130.5,HTTP,35347,HTTP Deny
2024-01-03 2:16:00,Allowed,7.238.245.89,20.84.29.221,ICMP,47425,HTTPS Allow
2024-01-03 2:17:00,Blocked,90.135.171.43,164.244.118.234,ICMP,51383,HTTP Deny
2024-01-03 2:18:00,Blocked,61.211.44.63,112.32.11.60,HTTP,11933,HTTP Deny
2024-01-03 2:19:00,Blocked,253.56.230.90,65.78.43.25,TCP,19798,DNS Allow
2024-01-03 2:20:00,Blocked,118.54.209.222,196.171.65.251,TCP,36769,FTP Allow
2024-01-03 2:21:00,Allowed,132.225.178.221,12.247.184.38,TCP,1183,HTTPS Allow
2024-01-03 2:22:00,Allowed,25.210.129.3,6.76.160.125,HTTPS,11180,FTP Allow
2024-01-03 2:23:00,Blocked,68.3.97.43,28.93.75.179,UDP,63278,HTTPS Allow
2024-01-03 2:24:00,Blocked,166.148.174.99,94.171.130.223,HTTPS,28661,ICMP Deny
2024-01-03 2:25:00,Blocked,107.188.196.13,247.171.37.251,UDP,47113,ICMP Deny
2024-01-03 2:26:00,Blocked,61.227.4.118,230.52.154.1,ICMP,32333,HTTPS Allow
2024-01-03 2:27:00,Allowed,246.202.93.12,83.37.76.4,UDP,37908,HTTPS Allow
2024-01-03 2:28:00,Allowed,11.67.178.234,114.33.241.235,UDP,1512,FTP Allow
2024-01-03 2:29:00,Allowed,35.164.6.142,21.214.247.10,HTTPS,20984,ICMP Deny
2024-01-03 2:30:00,Blocked,174.154.190.94,85.243.110.167,HTTP,4852,HTTP Deny
2024-01-03 2:31:00,Blocked,41.63.84.206,161.253.243.108,HTTP,35182,ICMP Deny
2024-01-03 2:32:00,Blocked,54.24.30.156,225.234.149.231,ICMP,27788,FTP Allow
2024-01-03 2:33:00,Allowed,114.144.209.53,122.252.123.171,TCP,39607,ICMP Deny
2024-01-03 2:34:00,Allowed,46.139.219.121,90.66.185.236,ICMP,20802,HTTPS Allow
2024-01-03 2:35:00,Blocked,231.13.65.120,164.69.227.25,HTTPS,42539,ICMP Deny
2024-01-03 2:36:00,Blocked,34.95.150.33,36.202.40.5,TCP,64403,HTTP Deny
2024-01-03 2:37:00,Allowed,234.122.43.169,143.103.36.67,HTTPS,35087,ICMP Deny
2024-01-03 2:38:00,Allowed,91.186.146.229,199.155.158.77,HTTP,44548,DNS Allow
2024-01-03 2:39:00,Allowed,82.20.177.250,1.156.62.10,UDP,45160,FTP Allow
2024-01-03 2:40:00,Blocked,121.34.193.54,29.69.179.31,HTTPS,35593,DNS Allow
2024-01-03 2:41:00,Blocked,33.15.57.154,168.123.208.240,UDP,51012,FTP Allow
2024-01-03 2:42:00,Allowed,113.180.216.208,59.28.161.120,HTTPS,19965,FTP Allow
2024-01-03 2:43:00,Allowed,246.226.178.130,44.87.36.168,UDP,50016,FTP Allow
2024-01-03 2:44:00,Allowed,138.68.48.24,183.180.128.227,ICMP,44413,HTTPS Allow
2024-01-03 2:45:00,Allowed,219.134.185.31,69.65.63.113,HTTPS,64606,FTP Allow
2024-01-03 2:46:00,Blocked,241.109.46.117,145.149.154.65,ICMP,13821,HTTP Deny
2024-01-03 2:47:00,Allowed,38.66.163.34,88.242.72.146,HTTPS,10728,FTP Allow
2024-01-03 2:48:00,Blocked,53.59.247.161,19.62.172.61,TCP,15888,FTP Allow
2024-01-03 2:49:00,Allowed,247.156.102.116,103.25.110.248,HTTPS,16523,HTTP Deny
2024-01-03 2:50:00,Blocked,213.156.241.129,253.33.152.224,HTTPS,17694,FTP Allow
2024-01-03 2:51:00,Allowed,57.150.214.213,244.151.109.31,UDP,33774,DNS Allow
2024-01-03 2:52:00,Blocked,241.2.66.162,29.199.227.65,UDP,4037,FTP Allow
2024-01-03 2:53:00,Blocked,127.230.45.247,19.240.8.228,HTTPS,59166,FTP Allow
2024-01-03 2:54:00,Blocked,77.142.90.246,252.70.37.125,HTTPS,50926,HTTPS Allow
2024-01-03 2:55:00,Blocked,39.83.48.174,91.17.182.167,UDP,50795,DNS Allow
2024-01-03 2:56:00,Allowed,87.75.127.105,126.148.253.225,ICMP,41499,FTP Allow
2024-01-03 2:57:00,Blocked,231.235.220.245,9.41.228.255,HTTP,54080,DNS Allow
2024-01-03 2:58:00,Allowed,7.96.240.232,204.144.238.251,TCP,39306,HTTP Deny
2024-01-03 2:59:00,Allowed,91.198.231.251,133.126.71.165,ICMP,23242,FTP Allow
2024-01-03 3:00:00,Blocked,178.176.16.125,71.177.58.193,TCP,50003,DNS Allow
2024-01-03 3:01:00,Blocked,33.74.36.17,31.234.177.171,ICMP,64773,ICMP Deny
2024-01-03 3:02:00,Blocked,57.231.156.135,246.46.233.238,HTTPS,5630,HTTPS Allow
2024-01-03 3:03:00,Blocked,37.249.48.68,244.218.232.214,ICMP,12678,FTP Allow
2024-01-03 3:04:00,Blocked,253.185.102.137,50.151.243.126,HTTP,45414,HTTPS Allow
2024-01-03 3:05:00,Allowed,28.250.59.97,99.212.40.165,UDP,1130,FTP Allow
2024-01-03 3:06:00,Blocked,7.45.210.36,159.244.159.120,HTTPS,34659,ICMP Deny
2024-01-03 3:07:00,Blocked,69.221.111.131,250.66.209.47,ICMP,39918,ICMP Deny
2024-01-03 3:08:00,Allowed,7.175.160.109,13.150.109.226,ICMP,4980,HTTP Deny
2024-01-03 3:09:00,Blocked,4.196.37.100,27.34.205.158,HTTPS,7744,HTTPS Allow
2024-01-03 3:10:00,Allowed,120.57.196.206,193.108.168.156,HTTP,38648,HTTPS Allow
2024-01-03 3:11:00,Allowed,109.187.72.224,251.231.212.60,HTTP,2698,DNS Allow
2024-01-03 3:12:00,Blocked,246.92.130.24,248.94.126.217,TCP,57928,HTTPS Allow
2024-01-03 3:13:00,Blocked,131.115.24.27,140.97.198.123,ICMP,52284,DNS Allow
2024-01-03 3:14:00,Blocked,107.108.133.118,3.27.148.209,HTTP,20518,FTP Allow
2024-01-03 3:15:00,Allowed,74.200.162.108,47.247.10.59,UDP,12835,ICMP Deny
2024-01-03 3:16:00,Allowed,53.220.192.194,13.51.103.246,ICMP,41981,ICMP Deny
2024-01-03 3:17:00,Allowed,201.229.7.165,54.173.216.76,UDP,61402,FTP Allow
2024-01-03 3:18:00,Blocked,198.27.238.242,235.0.182.136,HTTPS,14208,ICMP Deny
2024-01-03 3:19:00,Blocked,82.228.79.194,184.60.97.29,HTTPS,26085,HTTPS Allow
2024-01-03 3:20:00,Blocked,72.165.187.199,10.138.83.101,UDP,59319,HTTPS Allow
2024-01-03 3:21:00,Blocked,137.199.157.49,34.179.192.198,TCP,5401,HTTP Deny
2024-01-03 3:22:00,Blocked,129.32.173.105,141.72.120.247,HTTPS,42031,HTTPS Allow
2024-01-03 3:23:00,Blocked,181.78.212.251,162.122.108.149,HTTPS,33868,HTTP Deny
2024-01-03 3:24:00,Allowed,248.135.182.176,196.17.226.40,HTTP,12599,HTTPS Allow
2024-01-03 3:25:00,Blocked,183.92.48.206,48.160.153.131,ICMP,29821,ICMP Deny
2024-01-03 3:26:00,Allowed,125.150.106.233,171.37.141.95,HTTPS,971,FTP Allow
2024-01-03 3:27:00,Allowed,87.92.200.24,30.223.57.9,UDP,52416,FTP Allow
2024-01-03 3:28:00,Allowed,233.13.152.66,232.187.40.133,ICMP,11806,HTTPS Allow
2024-01-03 3:29:00,Blocked,165.104.169.168,69.79.87.95,HTTPS,9408,ICMP Deny
2024-01-03 3:30:00,Allowed,248.55.154.154,112.54.181.124,ICMP,21642,HTTPS Allow
2024-01-03 3:31:00,Blocked,109.204.180.29,113.236.188.210,TCP,46915,HTTPS Allow
2024-01-03 3:32:00,Allowed,128.212.147.204,136.137.228.84,UDP,19887,ICMP Deny
2024-01-03 3:33:00,Blocked,8.161.244.30,176.36.225.217,UDP,41347,DNS Allow
2024-01-03 3:34:00,Blocked,69.202.20.158,254.122.43.130,TCP,37613,ICMP Deny
2024-01-03 3:35:00,Blocked,6.14.124.5,11.167.58.254,UDP,39054,ICMP Deny
2024-01-03 3:36:00,Blocked,220.190.216.107,141.141.184.49,UDP,15953,HTTPS Allow
2024-01-03 3:37:00,Allowed,188.249.20.48,204.127.131.14,HTTPS,36595,HTTP Deny
2024-01-03 3:38:00,Allowed,246.110.147.94,253.138.160.42,TCP,57417,HTTPS Allow
2024-01-03 3:39:00,Blocked,97.55.6.194,43.165.195.251,ICMP,46678,FTP Allow
2024-01-03 3:40:00,Allowed,85.215.126.59,28.126.61.250,ICMP,44210,HTTPS Allow
2024-01-03 3:41:00,Blocked,202.127.75.26,35.145.20.91,HTTPS,38394,HTTP Deny
2024-01-03 3:42:00,Allowed,48.255.2.82,204.178.68.251,TCP,51856,DNS Allow
2024-01-03 3:43:00,Allowed,24.48.23.139,17.107.118.158,HTTP,46120,DNS Allow
2024-01-03 3:44:00,Blocked,232.104.66.202,125.173.50.173,HTTP,40547,DNS Allow
2024-01-03 3:45:00,Allowed,150.216.253.217,93.179.33.6,UDP,59539,ICMP Deny
2024-01-03 3:46:00,Blocked,245.161.80.87,231.234.45.56,TCP,30467,ICMP Deny
2024-01-03 3:47:00,Blocked,99.167.34.225,100.79.178.177,HTTP,36979,HTTP Deny
2024-01-03 3:48:00,Allowed,241.84.163.64,185.146.177.75,HTTPS,5265,ICMP Deny
2024-01-03 3:49:00,Blocked,18.66.172.146,96.70.19.213,ICMP,13760,HTTP Deny
2024-01-03 3:50:00,Allowed,98.107.97.20,216.78.196.201,ICMP,3125,FTP Allow
2024-01-03 3:51:00,Blocked,16.28.115.118,123.23.102.15,HTTP,18082,FTP Allow
2024-01-03 3:52:00,Allowed,25.253.175.221,236.209.77.87,TCP,35481,DNS Allow
2024-01-03 3:53:00,Allowed,183.130.0.100,152.8.46.182,HTTPS,42783,HTTP Deny
2024-01-03 3:54:00,Blocked,50.129.8.91,224.9.120.107,UDP,27408,DNS Allow
2024-01-03 3:55:00,Allowed,94.155.82.191,115.166.251.105,HTTPS,59503,FTP Allow
2024-01-03 3:56:00,Allowed,67.115.147.209,123.47.44.130,ICMP,11559,ICMP Deny
2024-01-03 3:57:00,Allowed,190.205.110.203,222.226.147.171,ICMP,6111,HTTP Deny
2024-01-03 3:58:00,Blocked,26.218.85.249,73.253.28.146,ICMP,27041,DNS Allow
2024-01-03 3:59:00,Allowed,9.245.97.2,220.193.66.52,TCP,57401,HTTPS Allow
2024-01-03 4:00:00,Allowed,6.246.24.123,66.150.96.164,ICMP,16575,FTP Allow
2024-01-03 4:01:00,Allowed,124.60.154.58,199.192.238.180,ICMP,62720,DNS Allow
2024-01-03 4:02:00,Allowed,54.165.6.211,164.180.162.210,HTTP,14311,HTTPS Allow
2024-01-03 4:03:00,Allowed,56.189.117.114,141.146.170.130,TCP,26882,DNS Allow
2024-01-03 4:04:00,Blocked,92.169.200.71,52.95.76.248,ICMP,41800,ICMP Deny
2024-01-03 4:05:00,Allowed,203.199.211.108,61.12.75.148,TCP,39241,FTP Allow
2024-01-03 4:06:00,Blocked,48.107.64.78,165.52.204.46,HTTP,24668,DNS Allow
2024-01-03 4:07:00,Blocked,46.84.150.4,1.52.129.239,TCP,58967,FTP Allow
2024-01-03 4:08:00,Allowed,161.85.144.80,35.39.37.240,HTTP,16969,ICMP Deny
2024-01-03 4:09:00,Allowed,107.185.76.168,84.28.172.125,TCP,15668,HTTP Deny
2024-01-03 4:10:00,Allowed,246.225.8.164,17.9.191.243,ICMP,29904,ICMP Deny
2024-01-03 4:11:00,Allowed,141.95.127.173,236.67.49.39,UDP,62164,HTTPS Allow
2024-01-03 4:12:00,Blocked,212.135.79.112,32.164.33.70,HTTP,57918,HTTPS Allow
2024-01-03 4:13:00,Blocked,138.59.217.90,159.58.59.95,HTTP,62554,FTP Allow
2024-01-03 4:14:00,Allowed,120.3.84.125,165.3.46.39,ICMP,43784,FTP Allow
2024-01-03 4:15:00,Allowed,242.194.233.103,228.96.239.24,ICMP,54463,ICMP Deny
2024-01-03 4:16:00,Blocked,110.74.14.205,231.214.145.92,UDP,19581,ICMP Deny
2024-01-03 4:17:00,Allowed,25.144.165.32,192.148.57.59,ICMP,13501,FTP Allow
2024-01-03 4:18:00,Blocked,186.116.35.149,19.172.179.115,HTTP,63704,ICMP Deny
2024-01-03 4:19:00,Blocked,70.59.78.155,150.200.81.81,HTTP,45800,FTP Allow
2024-01-03 4:20:00,Allowed,51.106.128.183,222.98.76.239,UDP,47940,ICMP Deny
2024-01-03 4:21:00,Allowed,40.164.53.250,95.137.77.186,HTTP,56844,FTP Allow
2024-01-03 4:22:00,Allowed,136.26.92.159,231.177.145.181,UDP,15862,DNS Allow
2024-01-03 4:23:00,Blocked,203.77.95.93,223.48.61.25,TCP,32043,ICMP Deny
2024-01-03 4:24:00,Blocked,82.210.107.133,227.187.11.37,ICMP,39287,ICMP Deny
2024-01-03 4:25:00,Allowed,167.251.132.64,66.166.172.37,UDP,46750,FTP Allow
2024-01-03 4:26:00,Allowed,88.204.238.146,240.70.114.234,HTTP,9828,HTTP Deny
2024-01-03 4:27:00,Allowed,72.69.186.186,237.131.196.8,HTTPS,8316,DNS Allow
2024-01-03 4:28:00,Blocked,145.64.71.129,43.105.16.154,HTTPS,59219,HTTP Deny
2024-01-03 4:29:00,Allowed,179.53.214.221,80.116.38.195,HTTP,38683,HTTPS Allow
2024-01-03 4:30:00,Allowed,69.85.174.249,165.117.194.74,ICMP,39191,ICMP Deny
2024-01-03 4:31:00,Blocked,165.176.83.181,13.72.215.224,TCP,49079,ICMP Deny
2024-01-03 4:32:00,Allowed,76.49.204.52,217.126.220.251,HTTPS,2650,DNS Allow
2024-01-03 4:33:00,Allowed,9.214.235.85,170.26.142.46,UDP,49360,FTP Allow
2024-01-03 4:34:00,Allowed,23.94.92.150,123.116.161.167,UDP,27880,HTTP Deny
2024-01-03 4:35:00,Blocked,103.176.152.23,33.150.130.212,ICMP,53897,DNS Allow
2024-01-03 4:36:00,Blocked,75.105.249.43,216.151.13.29,HTTPS,35810,DNS Allow
2024-01-03 4:37:00,Blocked,70.128.147.209,125.100.221.161,ICMP,11289,FTP Allow
2024-01-03 4:38:00,Allowed,158.23.102.203,74.136.19.92,HTTP,32150,HTTP Deny
2024-01-03 4:39:00,Allowed,162.253.28.102,218.174.49.51,UDP,45590,HTTP Deny
2024-01-03 4:40:00,Blocked,235.46.250.131,165.218.75.249,UDP,57113,HTTPS Allow
2024-01-03 4:41:00,Allowed,218.203.53.212,158.13.116.62,HTTPS,48998,HTTPS Allow
2024-01-03 4:42:00,Blocked,25.46.210.1,221.89.236.83,UDP,9285,ICMP Deny
2024-01-03 4:43:00,Allowed,177.100.109.62,154.251.195.166,TCP,21474,HTTPS Allow
2024-01-03 4:44:00,Blocked,111.192.203.0,167.99.70.19,HTTP,45845,ICMP Deny
2024-01-03 4:45:00,Blocked,78.186.68.53,153.241.110.202,ICMP,59804,ICMP Deny
2024-01-03 4:46:00,Allowed,23.39.16.92,61.26.208.182,HTTPS,54850,HTTPS Allow
2024-01-03 4:47:00,Allowed,2.152.135.59,103.81.212.236,HTTP,38222,HTTPS Allow
2024-01-03 4:48:00,Blocked,113.68.224.116,136.219.22.153,ICMP,13338,HTTPS Allow
2024-01-03 4:49:00,Allowed,77.19.120.56,154.85.155.211,HTTPS,10579,HTTP Deny
2024-01-03 4:50:00,Allowed,226.210.115.39,246.177.216.129,HTTP,25540,FTP Allow
2024-01-03 4:51:00,Allowed,221.113.76.106,93.93.136.34,HTTPS,59763,HTTP Deny
2024-01-03 4:52:00,Allowed,129.131.82.52,119.95.85.16,HTTPS,9287,HTTP Deny
2024-01-03 4:53:00,Allowed,29.63.221.107,95.173.118.8,ICMP,52535,ICMP Deny
2024-01-03 4:54:00,Allowed,133.212.37.248,246.88.138.246,UDP,22897,DNS Allow
2024-01-03 4:55:00,Allowed,109.22.246.208,43.89.217.184,TCP,62148,HTTPS Allow
2024-01-03 4:56:00,Blocked,120.22.217.76,225.119.8.124,ICMP,880,HTTPS Allow
2024-01-03 4:57:00,Blocked,1.200.176.54,107.183.10.66,UDP,53831,FTP Allow
2024-01-03 4:58:00,Allowed,163.12.34.191,135.22.237.117,HTTPS,31177,ICMP Deny
2024-01-03 4:59:00,Blocked,29.98.24.129,180.7.175.38,UDP,36795,HTTPS Allow
2024-01-03 5:00:00,Allowed,45.143.135.109,212.106.145.172,ICMP,49750,DNS Allow
2024-01-03 5:01:00,Allowed,25.139.241.21,220.2.122.188,ICMP,350,HTTP Deny
2024-01-03 5:02:00,Blocked,172.230.89.243,252.89.159.137,HTTPS,35109,DNS Allow
2024-01-03 5:03:00,Allowed,87.40.238.31,86.185.130.33,UDP,28192,DNS Allow
2024-01-03 5:04:00,Allowed,59.110.77.140,215.122.16.214,HTTP,30279,HTTP Deny
2024-01-03 5:05:00,Blocked,109.28.73.2,206.12.56.200,HTTPS,34973,DNS Allow
2024-01-03 5:06:00,Blocked,106.167.5.101,156.0.141.74,TCP,14291,DNS Allow
2024-01-03 5:07:00,Allowed,244.159.71.95,52.211.110.135,TCP,50170,HTTPS Allow
2024-01-03 5:08:00,Allowed,241.112.140.114,99.209.24.102,TCP,14363,HTTPS Allow
2024-01-03 5:09:00,Blocked,5.49.253.207,96.150.142.212,HTTPS,51434,HTTP Deny
2024-01-03 5:10:00,Blocked,65.161.91.51,161.31.114.93,ICMP,27420,DNS Allow
2024-01-03 5:11:00,Allowed,17.121.96.31,131.73.79.167,HTTP,17869,ICMP Deny
2024-01-03 5:12:00,Blocked,68.22.19.88,11.235.219.196,UDP,50471,DNS Allow
2024-01-03 5:13:00,Blocked,114.147.105.156,243.168.19.106,UDP,34390,FTP Allow
2024-01-03 5:14:00,Allowed,47.159.165.188,172.177.16.123,ICMP,24189,FTP Allow
2024-01-03 5:15:00,Blocked,12.182.108.238,231.140.63.10,HTTPS,31761,HTTP Deny
2024-01-03 5:16:00,Blocked,209.67.237.240,134.239.142.15,HTTPS,58979,HTTPS Allow
2024-01-03 5:17:00,Blocked,116.200.58.42,182.69.134.9,TCP,35388,HTTPS Allow
2024-01-03 5:18:00,Allowed,8.62.77.22,189.242.249.132,ICMP,25855,HTTPS Allow
2024-01-03 5:19:00,Allowed,108.185.127.114,235.25.30.242,ICMP,46231,HTTPS Allow
2024-01-03 5:20:00,Allowed,219.179.49.144,246.238.187.88,ICMP,9022,ICMP Deny
2024-01-03 5:21:00,Blocked,204.209.72.197,197.170.137.157,HTTPS,42556,FTP Allow
2024-01-03 5:22:00,Allowed,184.199.93.11,130.3.230.178,HTTPS,9037,HTTPS Allow
2024-01-03 5:23:00,Blocked,213.210.229.247,225.117.73.173,HTTPS,33751,DNS Allow
2024-01-03 5:24:00,Allowed,182.199.56.29,174.16.44.199,TCP,33309,FTP Allow
2024-01-03 5:25:00,Blocked,130.17.22.89,45.130.20.104,ICMP,64070,FTP Allow
2024-01-03 5:26:00,Allowed,24.90.42.242,160.32.160.174,ICMP,24887,HTTPS Allow
2024-01-03 5:27:00,Allowed,58.107.7.59,169.157.49.244,ICMP,47251,HTTPS Allow
2024-01-03 5:28:00,Blocked,114.247.79.178,162.194.29.100,HTTP,36853,HTTPS Allow
2024-01-03 5:29:00,Allowed,69.124.215.4,185.37.166.249,HTTP,32454,ICMP Deny
2024-01-03 5:30:00,Allowed,121.211.19.76,181.86.244.139,HTTP,55672,DNS Allow
2024-01-03 5:31:00,Blocked,100.143.88.35,86.231.2.16,HTTP,9059,HTTP Deny
2024-01-03 5:32:00,Allowed,7.76.142.74,198.128.89.172,HTTP,55834,DNS Allow
2024-01-03 5:33:00,Blocked,25.214.22.24,181.173.211.24,TCP,9671,HTTP Deny
2024-01-03 5:34:00,Blocked,53.237.54.64,211.193.121.165,UDP,29696,DNS Allow
2024-01-03 5:35:00,Allowed,119.253.130.69,232.69.2.240,ICMP,53819,FTP Allow
2024-01-03 5:36:00,Blocked,164.73.160.150,2.9.28.235,TCP,64797,DNS Allow
2024-01-03 5:37:00,Allowed,69.232.47.43,54.73.221.59,UDP,3492,DNS Allow
2024-01-03 5:38:00,Allowed,64.18.244.163,78.22.189.139,UDP,35505,HTTPS Allow
2024-01-03 5:39:00,Blocked,99.101.33.143,242.210.142.155,HTTP,4777,FTP Allow
2024-01-03 5:40:00,Blocked,34.19.93.83,5.204.208.99,HTTPS,20364,HTTP Deny
2024-01-03 5:41:00,Allowed,252.220.63.93,193.184.187.177,TCP,370,HTTP Deny
2024-01-03 5:42:00,Allowed,199.135.93.85,69.130.239.233,TCP,22362,FTP Allow
2024-01-03 5:43:00,Blocked,228.58.97.90,127.148.107.99,HTTP,7656,FTP Allow
2024-01-03 5:44:00,Allowed,70.1.2.136,102.245.81.147,TCP,21852,DNS Allow
2024-01-03 5:45:00,Allowed,116.70.68.195,74.185.76.238,ICMP,7532,HTTP Deny
2024-01-03 5:46:00,Allowed,188.28.119.142,102.90.20.169,HTTP,13830,HTTP Deny
